"","X10619_tumor.printed_rna"
"AC006453.4",0
"AC006453.5",0
"AC006455.1",0
"AC006455.2",0
"AC006455.3",0
"AC006455.4",0
"AC006455.5",0
"AC006455.6",0
"AC006455.7",0
"AC006455.8",0
"AC006457.1",0
"AC006458.1",18
"AC006460.1",243
"AC006460.2",38
"AC006461.1",0
"AC006463.1",1
"AC006466.1",0
"AC006480.1",20
"AC006480.2",0
"AC006482.1",0
"AC006483.1",0
"AC006483.2",0
"AC006484.1",0
"AC006486.1",0
"AC006486.2",1067
"AC006487.1",8
"AC006487.2",0
"AC006499.1",4
"AC006499.2",0
"AC006499.3",3
"AC006499.4",1
"AC006499.5",2
"AC006499.6",6
"AC006499.7",4
"AC006499.8",0
"AC006504.1",0
"AC006504.2",0
"AC006504.3",0
"AC006504.4",0
"AC006504.5",0
"AC006504.6",0
"AC006504.7",0
"AC006504.8",0
"AC006509.1",0
"AC006509.2",0
"AC006511.1",0
"AC006511.2",0
"AC006511.3",1
"AC006511.4",0
"AC006511.5",0
"AC006512.1",0
"AC006512.2",0
"AC006517.1",1
"AC006518.1",0
"AC006518.2",0
"AC006518.3",0
"AC006518.4",0
"AC006518.5",0
"AC006518.6",0
"AC006518.7",0
"AC006518.8",0
"AC006529.1",32
"AC006530.1",0
"AC006538.1",0
"AC006538.2",0
"AC006538.3",0
"AC006539.1",0
"AC006539.2",0
"AC006539.3",0
"AC006547.1",73
"AC006547.2",79
"AC006547.3",126
"AC006548.1",0
"AC006548.2",0
"AC006548.3",0
"AC006557.1",1
"AC006557.2",0
"AC006557.3",2
"AC006557.4",0
"AC006557.5",0
"AC006557.6",0
"AC006566.1",0
"AC006581.1",0
"AC006581.2",1
"AC006600.1",0
"AC006600.2",0
"AC006840.1",0
"AC006924.1",0
"AC006927.1",0
"AC006927.2",0
"AC006927.3",0
"AC006927.4",0
"AC006927.5",0
"AC006942.1",95
"AC006946.1",6
"AC006946.2",0
"AC006946.3",0
"AC006947.1",0
"AC006960.1",0
"AC006960.2",1
"AC006960.3",0
"AC006963.1",0
"AC006965.1",6
"AC006967.1",0
"AC006967.2",0
"AC006967.3",0
"AC006970.1",0
"AC006970.2",0
"AC006970.3",0
"AC006971.1",0
"AC006972.1",0
"AC006974.1",0
"AC006974.2",0
"AC006978.1",0
"AC006978.2",0
"AC006986.1",0
"AC006987.1",0
"AC006987.2",0
"AC006987.3",0
"AC006987.4",0
"AC006989.1",0
"AC006994.1",30
"AC006994.2",70
"AC007000.1",4
"AC007000.2",16
"AC007000.3",1
"AC007001.1",0
"AC007003.1",0
"AC007009.1",0
"AC007012.1",0
"AC007012.2",0
"AC007014.1",10
"AC007014.2",0
"AC007016.1",0
"AC007029.1",0
"AC007032.1",11
"AC007036.1",12
"AC007036.2",0
"AC007036.3",0
"AC007038.1",28
"AC007038.2",18
"AC007040.1",80
"AC007040.2",1
"AC007041.1",0
"AC007064.1",0
"AC007064.2",0
"AC007064.3",0
"AC007064.4",0
"AC007066.1",6
"AC007066.2",0
"AC007068.1",0
"AC007068.2",0
"AC007091.1",0
"AC007092.1",0
"AC007098.1",868
"AC007098.2",0
"AC007099.1",19
"AC007099.2",1
"AC007100.1",0
"AC007106.1",0
"AC007114.1",0
"AC007114.2",100
"AC007115.1",0
"AC007126.1",0
"AC007128.1",0
"AC007128.2",0
"AC007132.1",1
"AC007136.1",0
"AC007151.1",18
"AC007159.1",0
"AC007160.1",1
"AC007161.1",20
"AC007161.2",19
"AC007161.3",0
"AC007163.1",406
"AC007179.1",0
"AC007179.2",0
"AC007179.3",0
"AC007182.1",480
"AC007182.2",27
"AC007191.1",0
"AC007192.1",0
"AC007192.2",307
"AC007193.1",36
"AC007193.2",4
"AC007193.3",352
"AC007204.1",1
"AC007204.2",0
"AC007207.1",0
"AC007207.2",0
"AC007215.1",0
"AC007216.1",2
"AC007216.2",10
"AC007216.3",3
"AC007216.4",386
"AC007216.5",19
"AC007218.1",3
"AC007218.2",0
"AC007220.1",0
"AC007221.1",0
"AC007221.2",0
"AC007223.1",0
"AC007224.1",5
"AC007224.2",0
"AC007225.1",7
"AC007225.2",1
"AC007228.1",0
"AC007229.1",0
"AC007237.1",0
"AC007238.1",0
"AC007240.1",0
"AC007240.2",61
"AC007241.1",0
"AC007249.1",0
"AC007249.2",2
"AC007250.1",3
"AC007253.1",0
"AC007255.1",746
"AC007255.2",0
"AC007256.1",0
"AC007262.1",0
"AC007262.2",0
"AC007272.1",4
"AC007274.1",0
"AC007274.2",0
"AC007274.3",0
"AC007275.1",0
"AC007277.1",0
"AC007278.1",0
"AC007278.2",0
"AC007279.1",25
"AC007283.1",0
"AC007283.2",495
"AC007285.1",62
"AC007285.2",4
"AC007292.1",417
"AC007292.2",1139
"AC007292.3",193
"AC007298.1",235
"AC007298.2",215
"AC007308.1",570
"AC007312.1",23
"AC007314.1",226
"AC007317.1",0
"AC007318.1",2
"AC007318.2",6
"AC007319.1",1022
"AC007322.1",0
"AC007322.2",0
"AC007322.3",0
"AC007322.4",0
"AC007325.1",0
"AC007325.2",41
"AC007325.3",0
"AC007325.4",109
"AC007326.1",56
"AC007326.2",4
"AC007326.3",1
"AC007326.4",0
"AC007326.5",0
"AC007327.1",5
"AC007327.2",4
"AC007333.1",0
"AC007333.2",0
"AC007336.1",0
"AC007336.2",0
"AC007336.3",0
"AC007342.1",0
"AC007342.2",0
"AC007342.3",0
"AC007342.4",0
"AC007342.5",0
"AC007342.6",916
"AC007342.7",13
"AC007342.8",0
"AC007342.9",0
"AC007344.1",13
"AC007346.1",2
"AC007346.2",0
"AC007347.1",9
"AC007347.2",496
"AC007349.1",5
"AC007349.2",0
"AC007349.3",0
"AC007349.4",0
"AC007359.1",0
"AC007362.1",116
"AC007363.1",0
"AC007364.1",149
"AC007365.1",9
"AC007365.2",0
"AC007368.1",0
"AC007368.2",0
"AC007368.3",0
"AC007368.4",0
"AC007368.5",0
"AC007370.1",0
"AC007370.2",0
"AC007375.1",0
"AC007375.2",0
"AC007376.1",0
"AC007376.2",0
"AC007378.1",88
"AC007382.1",0
"AC007383.1",0
"AC007383.2",0
"AC007383.3",2
"AC007383.4",0
"AC007383.5",0
"AC007383.6",0
"AC007384.1",0
"AC007386.1",0
"AC007387.1",0
"AC007388.1",5
"AC007389.1",0
"AC007389.2",4
"AC007389.3",9
"AC007389.4",44
"AC007389.5",0
"AC007390.1",0
"AC007390.2",404
"AC007391.1",0
"AC007391.2",0
"AC007394.1",0
"AC007395.1",0
"AC007402.1",0
"AC007403.1",0
"AC007405.1",0
"AC007405.2",0
"AC007405.3",0
"AC007406.1",2
"AC007406.2",5
"AC007406.3",0
"AC007406.4",425
"AC007406.5",0
"AC007422.1",0
"AC007422.2",0
"AC007423.1",0
"AC007424.1",0
"AC007431.1",4
"AC007431.2",1
"AC007431.3",0
"AC007435.1",0
"AC007448.1",0
"AC007448.2",3
"AC007448.3",45
"AC007448.4",11
"AC007450.1",6
"AC007450.2",11
"AC007450.3",10
"AC007450.4",0
"AC007458.1",0
"AC007463.1",0
"AC007485.1",254
"AC007485.2",49
"AC007490.1",0
"AC007491.1",0
"AC007493.1",0
"AC007493.2",79
"AC007494.1",15
"AC007494.2",13
"AC007494.3",158
"AC007495.1",0
"AC007495.2",4
"AC007496.1",17
"AC007496.2",17
"AC007496.3",0
"AC007497.1",0
"AC007513.1",0
"AC007527.1",0
"AC007527.2",0
"AC007529.1",0
"AC007529.2",0
"AC007533.1",12
"AC007536.1",0
"AC007537.1",0
"AC007537.2",0
"AC007537.3",0
"AC007537.4",0
"AC007537.5",0
"AC007540.1",3
"AC007541.1",0
"AC007546.1",3
"AC007546.2",0
"AC007547.1",0
"AC007547.2",0
"AC007547.3",0
"AC007551.1",0
"AC007551.2",8
"AC007552.1",0
"AC007552.2",0
"AC007556.1",0
"AC007557.1",0
"AC007557.2",0
"AC007557.3",0
"AC007557.4",0
"AC007559.1",0
"AC007560.1",0
"AC007562.1",0
"AC007563.1",0
"AC007563.2",2176
"AC007563.3",0
"AC007566.1",221
"AC007566.2",0
"AC007568.1",0
"AC007569.1",828
"AC007570.1",1
"AC007595.1",0
"AC007598.1",0
"AC007598.2",9
"AC007598.3",0
"AC007599.1",14
"AC007599.2",0
"AC007601.1",7
"AC007601.2",3
"AC007603.1",0
"AC007603.2",0
"AC007603.3",0
"AC007608.1",1
"AC007608.2",1
"AC007608.3",3
"AC007608.4",0
"AC007610.1",50
"AC007610.2",36
"AC007610.3",3
"AC007610.4",0
"AC007611.1",0
"AC007613.1",375
"AC007614.1",0
"AC007614.2",0
"AC007618.1",0
"AC007618.2",0
"AC007619.1",0
"AC007619.2",0
"AC007619.3",0
"AC007619.4",0
"AC007620.1",0
"AC007620.2",69
"AC007620.3",3
"AC007621.1",0
"AC007621.2",0
"AC007622.1",0
"AC007622.2",118
"AC007631.1",0
"AC007637.1",1
"AC007638.1",372
"AC007638.2",268
"AC007639.1",0
"AC007652.1",0
"AC007655.1",194
"AC007656.1",0
"AC007656.2",0
"AC007663.1",966
"AC007663.2",1
"AC007663.3",0
"AC007663.4",0
"AC007666.1",2155
"AC007671.1",0
"AC007673.1",0
"AC007677.1",1
"AC007679.1",0
"AC007679.2",0
"AC007679.3",0
"AC007679.4",0
"AC007681.1",1
"AC007683.1",0
"AC007683.2",5
"AC007684.1",0
"AC007685.1",0
"AC007686.1",0
"AC007686.2",0
"AC007686.3",554
"AC007686.4",0
"AC007687.1",0
"AC007688.1",0
"AC007688.2",0
"AC007690.1",0
"AC007718.1",0
"AC007728.1",219
"AC007728.2",55
"AC007728.3",0
"AC007731.1",0
"AC007731.2",36
"AC007731.3",0
"AC007731.4",6
"AC007731.5",0
"AC007738.1",0
"AC007741.1",0
"AC007742.1",0
"AC007742.2",0
"AC007743.1",14
"AC007744.1",0
"AC007749.1",0
"AC007750.1",3
"AC007751.1",0
"AC007751.2",0
"AC007773.1",0
"AC007780.1",11
"AC007785.1",0
"AC007785.2",0
"AC007785.3",0
"AC007786.1",0
"AC007786.2",0
"AC007786.3",0
"AC007787.1",2
"AC007787.2",0
"AC007790.1",14
"AC007792.1",0
"AC007795.1",0
"AC007823.1",0
"AC007834.1",0
"AC007834.2",0
"AC007842.1",0
"AC007842.2",0
"AC007846.1",0
"AC007846.2",0
"AC007848.1",0
"AC007848.2",0
"AC007849.1",0
"AC007849.2",0
"AC007861.1",0
"AC007861.2",0
"AC007876.1",0
"AC007878.1",0
"AC007879.1",0
"AC007879.2",1
"AC007879.3",0
"AC007879.4",0
"AC007881.1",0
"AC007881.2",0
"AC007881.3",0
"AC007899.1",53
"AC007906.1",0
"AC007906.2",0
"AC007907.1",0
"AC007908.1",0
"AC007919.1",10
"AC007919.2",2
"AC007920.1",4
"AC007920.2",67
"AC007922.1",0
"AC007922.2",0
"AC007922.3",0
"AC007923.1",0
"AC007923.2",0
"AC007923.3",0
"AC007923.4",0
"AC007938.1",0
"AC007938.2",292
"AC007938.3",84
"AC007948.1",0
"AC007950.1",0
"AC007950.2",1
"AC007952.1",2
"AC007952.2",0
"AC007952.3",0
"AC007952.4",0
"AC007952.5",0
"AC007952.6",12
"AC007952.7",0
"AC007952.8",0
"AC007952.9",0
"AC007953.1",0
"AC007953.2",0
"AC007954.1",2
"AC007956.1",962
"AC007966.1",4
"AC007967.1",0
"AC007967.2",0
"AC007967.3",0
"AC007967.4",0
"AC007969.1",0
"AC007969.2",0
"AC007991.1",1
"AC007991.2",0
"AC007991.3",3
"AC007991.4",0
"AC007992.1",0
"AC007992.2",0
"AC007993.1",0
"AC007993.2",0
"AC007993.3",0
"AC007996.1",0
"AC007998.1",0
"AC007998.2",0
"AC007998.3",0
"AC007998.4",0
"AC007998.5",0
"AC008011.1",0
"AC008011.2",0
"AC008012.1",0
"AC008013.1",0
"AC008013.2",0
"AC008013.3",0
"AC008014.1",10
"AC008015.1",0
"AC008026.1",1
"AC008026.2",0
"AC008026.3",0
"AC008033.1",0
"AC008033.2",0
"AC008033.3",0
"AC008035.1",1
"AC008038.1",0
"AC008040.1",0
"AC008040.2",0
"AC008040.3",0
"AC008040.4",0
"AC008040.5",294
"AC008050.1",0
"AC008055.1",0
"AC008056.1",0
"AC008056.2",0
"AC008060.1",0
"AC008060.2",0
"AC008060.3",0
"AC008060.4",0
"AC008063.1",55
"AC008063.2",0
"AC008065.1",0
"AC008066.1",0
"AC008067.1",0
"AC008069.1",1
"AC008072.1",0
"AC008073.1",0
"AC008073.2",1
"AC008073.3",0
"AC008074.1",2
"AC008074.2",0
"AC008079.1",65
"AC008080.1",0
"AC008080.2",3
"AC008080.3",0
"AC008080.4",9
"AC008083.1",104
"AC008083.2",0
"AC008083.3",0
"AC008088.1",0
"AC008103.1",0
"AC008105.1",54
"AC008105.2",18
"AC008105.3",12
"AC008109.1",0
"AC008114.1",0
"AC008115.1",573
"AC008115.2",0
"AC008115.3",2
"AC008115.4",0
"AC008121.1",2
"AC008121.2",13389
"AC008121.3",6
"AC008124.1",1
"AC008125.1",0
"AC008126.1",0
"AC008127.1",0
"AC008127.2",0
"AC008132.1",0
"AC008132.2",0
"AC008133.1",1
"AC008133.2",0
"AC008134.1",0
"AC008147.1",1
"AC008147.2",0
"AC008147.3",0
"AC008147.4",0
"AC008149.1",93
"AC008154.1",0
"AC008154.2",164
"AC008155.1",0
"AC008155.2",0
"AC008162.1",0
"AC008162.2",0
"AC008163.1",0
"AC008164.1",0
"AC008170.1",0
"AC008171.1",0
"AC008175.1",0
"AC008175.2",0
"AC008243.1",5
"AC008250.1",89
"AC008250.2",0
"AC008264.1",1
"AC008264.2",1184
"AC008267.1",0
"AC008267.2",0
"AC008267.3",34
"AC008267.4",0
"AC008267.5",0
"AC008267.6",0
"AC008267.7",22
"AC008268.1",0
"AC008269.1",0
"AC008269.2",5
"AC008277.1",390
"AC008277.2",104
"AC008278.1",0
"AC008278.2",0
"AC008280.1",7
"AC008280.2",30
"AC008280.3",0
"AC008378.1",17
"AC008379.1",1
"AC008385.1",0
"AC008393.1",729
"AC008393.2",0
"AC008393.3",0
"AC008395.1",0
"AC008397.1",0
"AC008397.2",0
"AC008403.1",0
"AC008403.2",156
"AC008403.3",0
"AC008406.1",0
"AC008406.2",0
"AC008406.3",0
"AC008410.1",0
"AC008413.1",0
"AC008413.2",0
"AC008415.1",0
"AC008417.1",16
"AC008427.1",0
"AC008429.1",12851
"AC008429.2",0
"AC008429.3",3
"AC008429.4",0
"AC008432.1",0
"AC008434.1",0
"AC008438.1",0
"AC008438.2",0
"AC008440.1",1
"AC008440.2",265
"AC008440.3",1
"AC008443.1",469
"AC008443.2",0
"AC008443.3",0
"AC008443.4",2
"AC008443.5",0
"AC008443.6",0
"AC008446.1",0
"AC008448.1",0
"AC008453.1",0
"AC008456.1",0
"AC008463.1",0
"AC008463.2",0
"AC008464.1",0
"AC008467.1",0
"AC008474.1",2
"AC008481.1",15
"AC008481.2",7
"AC008481.3",0
"AC008489.1",0
"AC008494.1",0
"AC008494.2",5
"AC008494.3",107
"AC008496.1",0
"AC008496.2",0
"AC008498.1",4
"AC008498.2",13
"AC008505.1",0
"AC008507.1",0
"AC008507.2",6
"AC008507.3",0
"AC008514.1",0
"AC008514.2",0
"AC008517.1",0
"AC008521.1",3
"AC008521.2",0
"AC008522.1",298
"AC008525.1",0
"AC008525.2",0
"AC008526.1",0
"AC008533.1",12
"AC008534.1",6
"AC008537.1",0
"AC008537.2",56
"AC008537.3",1347
"AC008537.4",108
"AC008539.1",0
"AC008543.1",3
"AC008543.2",0
"AC008543.3",0
"AC008543.4",2
"AC008543.5",16
"AC008549.1",0
"AC008549.2",0
"AC008549.3",0
"AC008550.1",0
"AC008551.1",0
"AC008554.1",0
"AC008555.1",0
"AC008555.2",3
"AC008555.3",0
"AC008555.4",0
"AC008555.5",0
"AC008555.6",0
"AC008555.7",1
"AC008555.8",38
"AC008556.1",0
"AC008562.1",0
"AC008565.1",0
"AC008567.1",0
"AC008567.2",0
"AC008568.1",0
"AC008568.2",0
"AC008569.1",33
"AC008569.2",0
"AC008571.1",0
"AC008572.1",43
"AC008574.1",0
"AC008575.1",0
"AC008581.1",237
"AC008581.2",0
"AC008588.1",0
"AC008591.1",2
"AC008592.1",0
"AC008592.2",22
"AC008592.3",5
"AC008592.4",775
"AC008592.5",11
"AC008601.1",0
"AC008608.1",0
"AC008608.2",0
"AC008609.1",0
"AC008610.1",0
"AC008619.1",0
"AC008620.1",0
"AC008620.2",0
"AC008622.1",0
"AC008622.2",45
"AC008622.3",0
"AC008626.1",0
"AC008626.2",0
"AC008627.1",0
"AC008628.1",0
"AC008628.2",0
"AC008629.1",0
"AC008629.2",1
"AC008629.3",1
"AC008632.1",0
"AC008635.1",583
"AC008638.1",0
"AC008638.2",0
"AC008638.3",0
"AC008641.1",0
"AC008649.1",3
"AC008649.2",0
"AC008649.3",0
"AC008649.4",0
"AC008652.1",0
"AC008655.1",977
"AC008655.2",3
"AC008659.1",0
"AC008662.1",0
"AC008662.2",0
"AC008663.1",0
"AC008663.2",32
"AC008663.3",1
"AC008667.1",0
"AC008667.2",1
"AC008667.3",0
"AC008667.4",0
"AC008669.1",7
"AC008676.1",38
"AC008676.2",0
"AC008676.3",248
"AC008677.1",0
"AC008677.2",0
"AC008677.3",1
"AC008680.1",0
"AC008686.1",429
"AC008687.1",0
"AC008687.2",0
"AC008687.3",0
"AC008687.4",5
"AC008687.5",0
"AC008687.6",0
"AC008687.7",0
"AC008687.8",0
"AC008691.1",1
"AC008694.1",0
"AC008694.2",0
"AC008695.1",0
"AC008696.1",0
"AC008696.2",0
"AC008700.1",0
"AC008703.1",2
"AC008705.1",0
"AC008708.1",0
"AC008708.2",1
"AC008716.1",0
"AC008723.1",2
"AC008725.1",0
"AC008728.1",0
"AC008731.1",21
"AC008734.1",128
"AC008734.2",0
"AC008735.1",0
"AC008735.2",834
"AC008735.3",0
"AC008735.4",28
"AC008735.5",0
"AC008736.1",0
"AC008736.2",149
"AC008737.1",0
"AC008737.2",0
"AC008737.3",0
"AC008738.1",0
"AC008738.2",0
"AC008738.3",2910
"AC008738.4",0
"AC008738.5",3847
"AC008738.6",0
"AC008738.7",0
"AC008739.1",0
"AC008739.2",0
"AC008739.3",0
"AC008739.4",0
"AC008739.5",0
"AC008739.6",0
"AC008740.1",0
"AC008740.2",4
"AC008741.1",32
"AC008742.1",3672
"AC008743.1",0
"AC008745.1",0
"AC008746.1",0
"AC008746.2",0
"AC008746.3",0
"AC008746.4",0
"AC008746.5",0
"AC008747.1",1
"AC008749.1",0
"AC008750.1",6
"AC008750.2",9
"AC008750.3",6
"AC008750.4",7804
"AC008750.5",0
"AC008750.6",0
"AC008750.7",0
"AC008750.8",1
"AC008751.1",0
"AC008751.2",0
"AC008752.1",0
"AC008752.2",252
"AC008752.3",0
"AC008753.1",0
"AC008753.2",0
"AC008753.3",0
"AC008758.1",0
"AC008758.2",2
"AC008758.3",0
"AC008758.4",0
"AC008758.5",0
"AC008758.6",0
"AC008759.1",0
"AC008759.2",1
"AC008759.3",0
"AC008760.1",256
"AC008760.2",12
"AC008761.1",231
"AC008761.2",0
"AC008761.3",0
"AC008763.1",2
"AC008763.2",0
"AC008763.3",0
"AC008764.1",0
"AC008764.10",0
"AC008764.2",35
"AC008764.3",271
"AC008764.4",0
"AC008764.5",219
"AC008764.6",1
"AC008764.7",1
"AC008764.8",117
"AC008764.9",25
"AC008770.1",0
"AC008770.2",0
"AC008770.3",0
"AC008771.1",83
"AC008780.1",0
"AC008780.2",0
"AC008781.1",851
"AC008781.2",69
"AC008781.3",0
"AC008782.1",0
"AC008785.1",0
"AC008794.1",0
"AC008794.2",0
"AC008798.1",49
"AC008799.1",0
"AC008799.2",0
"AC008802.1",0
"AC008805.1",0
"AC008805.2",13
"AC008806.1",0
"AC008808.1",0
"AC008808.2",0
"AC008813.1",4
"AC008814.1",0
"AC008817.1",0
"AC008825.1",0
"AC008825.2",0
"AC008833.1",1
"AC008834.1",0
"AC008837.1",0
"AC008837.2",0
"AC008840.1",382
"AC008850.1",0
"AC008852.1",0
"AC008868.1",0
"AC008869.1",0
"AC008870.1",0
"AC008870.2",0
"AC008870.3",13
"AC008870.4",17
"AC008870.5",0
"AC008871.1",0
"AC008873.1",0
"AC008875.1",0
"AC008878.1",0
"AC008878.2",0
"AC008878.3",0
"AC008878.4",653
"AC008883.1",4
"AC008883.2",2
"AC008885.1",0
"AC008885.2",0
"AC008892.1",20
"AC008894.1",1141
"AC008894.2",2316
"AC008894.3",347
"AC008895.1",0
"AC008897.1",110
"AC008897.2",0
"AC008897.3",1
"AC008906.1",927
"AC008906.2",14
"AC008914.1",2527
"AC008915.1",0
"AC008915.2",124
"AC008937.1",4
"AC008937.2",121
"AC008937.3",226
"AC008938.1",0
"AC008940.1",0
"AC008945.1",15095
"AC008946.1",0
"AC008948.1",0
"AC008953.1",420
"AC008957.1",11
"AC008957.2",10
"AC008957.3",0
"AC008958.1",0
"AC008962.1",0
"AC008966.1",2
"AC008966.2",0
"AC008967.1",0
"AC008969.1",95
"AC008972.1",0
"AC008972.2",2
"AC008982.1",0
"AC008982.2",0
"AC008982.3",0
"AC008982.4",0
"AC008984.1",0
"AC008984.2",0
"AC008984.3",0
"AC008984.4",0
"AC008984.5",0
"AC008985.1",19
"AC008991.1",0
"AC008991.2",0
"AC008992.1",0
"AC008993.1",4
"AC008993.2",0
"AC008993.3",0
"AC009005.1",0
"AC009019.1",0
"AC009021.1",0
"AC009021.2",0
"AC009022.1",0
"AC009027.1",46
"AC009032.1",0
"AC009033.1",0
"AC009034.1",0
"AC009035.1",0
"AC009039.1",0
"AC009039.2",0
"AC009041.1",0
"AC009041.2",0
"AC009041.3",0
"AC009041.4",0
"AC009044.1",38
"AC009052.1",0
"AC009053.1",4
"AC009053.2",41
"AC009053.3",3
"AC009053.4",108
"AC009054.1",0
"AC009054.2",0
"AC009055.1",0
"AC009055.2",0
"AC009060.1",533
"AC009060.2",0
"AC009061.1",4
"AC009061.2",0
"AC009063.1",0
"AC009063.2",1
"AC009063.3",0
"AC009065.1",11
"AC009065.2",254
"AC009065.3",71
"AC009065.4",1
"AC009065.5",1
"AC009065.6",362
"AC009065.7",86
"AC009065.8",1217
"AC009075.1",0
"AC009075.2",1
"AC009078.1",0
"AC009078.2",4
"AC009078.3",0
"AC009081.1",0
"AC009084.1",0
"AC009084.2",23
"AC009084.3",18627
"AC009086.1",0
"AC009086.2",0
"AC009086.3",1
"AC009087.1",20
"AC009088.1",0
"AC009088.2",659
"AC009088.3",136
"AC009088.4",0
"AC009090.1",0
"AC009090.2",0
"AC009090.3",124
"AC009090.4",48
"AC009090.5",2
"AC009090.6",126
"AC009091.1",0
"AC009093.1",12
"AC009093.10",5
"AC009093.2",0
"AC009093.3",2
"AC009093.4",57
"AC009093.5",1
"AC009093.6",0
"AC009093.7",0
"AC009093.8",0
"AC009093.9",0
"AC009094.1",0
"AC009095.1",534
"AC009097.1",32
"AC009097.2",50
"AC009097.3",1119
"AC009097.4",42
"AC009101.1",0
"AC009102.1",0
"AC009102.2",316
"AC009102.3",0
"AC009107.1",0
"AC009107.2",808
"AC009108.1",0
"AC009108.2",0
"AC009108.3",0
"AC009108.4",0
"AC009110.1",0
"AC009113.1",0
"AC009113.2",30
"AC009117.1",0
"AC009117.2",0
"AC009118.1",0
"AC009118.2",12
"AC009118.3",229
"AC009119.1",0
"AC009119.2",80
"AC009119.3",20
"AC009120.1",1
"AC009120.2",1170
"AC009120.3",24
"AC009120.4",3
"AC009120.5",0
"AC009120.6",0
"AC009121.1",0
"AC009121.2",0
"AC009123.1",0
"AC009126.1",40
"AC009127.1",0
"AC009127.2",0
"AC009132.1",0
"AC009133.1",2382
"AC009133.2",1531
"AC009133.3",0
"AC009133.4",143
"AC009133.5",0
"AC009133.6",0
"AC009134.1",0
"AC009135.1",0
"AC009135.2",0
"AC009136.1",0
"AC009136.2",0
"AC009137.1",71
"AC009137.2",0
"AC009139.1",0
"AC009139.2",637
"AC009142.1",1
"AC009145.1",0
"AC009145.2",0
"AC009145.3",4
"AC009145.4",0
"AC009148.1",0
"AC009152.1",0
"AC009152.2",0
"AC009152.3",0
"AC009152.4",0
"AC009153.1",3
"AC009154.1",0
"AC009154.2",0
"AC009158.1",0
"AC009159.1",0
"AC009159.2",0
"AC009159.3",0
"AC009159.4",0
"AC009161.1",0
"AC009161.2",0
"AC009163.1",0
"AC009163.2",0
"AC009163.3",0
"AC009163.4",0
"AC009163.5",0
"AC009163.6",2
"AC009166.1",18
"AC009166.2",1
"AC009167.1",0
"AC009169.1",0
"AC009171.1",0
"AC009171.2",5
"AC009185.1",78
"AC009220.1",0
"AC009220.2",1
"AC009220.3",0
"AC009226.1",0
"AC009227.1",0
"AC009227.2",0
"AC009228.1",98
"AC009229.1",0
"AC009229.2",2
"AC009229.3",0
"AC009229.4",14
"AC009233.1",0
"AC009234.1",0
"AC009237.1",0
"AC009237.10",0
"AC009237.11",0
"AC009237.12",0
"AC009237.13",0
"AC009237.14",4
"AC009237.15",0
"AC009237.16",0
"AC009237.17",0
"AC009237.2",0
"AC009237.3",202
"AC009237.4",0
"AC009237.5",1
"AC009237.6",0
"AC009237.7",0
"AC009237.8",16
"AC009237.9",0
"AC009238.1",0
"AC009238.2",0
"AC009238.3",788
"AC009242.1",57
"AC009244.1",3
"AC009245.1",0
"AC009248.1",0
"AC009248.2",0
"AC009262.1",0
"AC009263.1",4
"AC009264.1",0
"AC009268.1",10
"AC009268.2",0
"AC009269.1",0
"AC009269.2",12
"AC009269.3",0
"AC009269.4",0
"AC009269.5",0
"AC009271.1",0
"AC009275.1",0
"AC009276.1",0
"AC009283.1",0
"AC009286.1",0
"AC009286.2",0
"AC009286.3",0
"AC009292.1",0
"AC009292.2",0
"AC009296.1",0
"AC009299.1",0
"AC009299.2",6
"AC009299.3",18
"AC009301.1",0
"AC009302.1",0
"AC009303.1",0
"AC009303.2",183
"AC009303.3",11
"AC009303.4",0
"AC009305.1",0
"AC009309.1",2
"AC009310.1",0
"AC009312.1",0
"AC009313.1",0
"AC009313.2",0
"AC009314.1",0
"AC009318.1",3
"AC009318.2",1
"AC009318.3",0
"AC009318.4",0
"AC009319.1",10
"AC009320.1",0
"AC009336.1",1
"AC009336.2",0
"AC009336.3",1
"AC009362.1",0
"AC009365.1",0
"AC009365.2",15
"AC009387.1",0
"AC009396.1",0
"AC009396.2",0
"AC009396.3",0
"AC009403.1",9
"AC009403.2",0
"AC009404.1",2
"AC009407.1",0
"AC009411.1",1
"AC009411.2",3
"AC009413.1",0
"AC009414.1",0
"AC009414.2",0
"AC009414.3",0
"AC009414.4",0
"AC009432.1",0
"AC009432.2",0
"AC009435.1",0
"AC009446.1",0
"AC009452.1",0
"AC009464.1",0
"AC009468.1",0
"AC009468.2",0
"AC009474.1",0
"AC009474.2",0
"AC009477.1",0
"AC009477.2",0
"AC009478.1",0
"AC009480.1",42
"AC009480.2",0
"AC009486.1",1
"AC009487.1",0
"AC009487.2",0
"AC009487.3",0
"AC009494.1",0
"AC009495.1",0
"AC009495.2",0
"AC009495.3",0
"AC009498.1",0
"AC009500.1",0
"AC009501.1",0
"AC009501.2",0
"AC009502.1",0
"AC009502.2",0
"AC009505.1",0
"AC009506.1",79
"AC009506.2",0
"AC009509.1",201
"AC009509.2",0
"AC009509.3",4
"AC009509.4",0
"AC009511.1",37
"AC009511.2",147
"AC009517.1",0
"AC009518.1",0
"AC009518.2",0
"AC009518.3",0
"AC009531.1",0
"AC009533.1",35
"AC009533.2",110
"AC009541.1",0
"AC009542.1",106
"AC009542.2",0
"AC009549.1",19
"AC009554.1",167
"AC009554.2",19
"AC009558.1",0
"AC009558.2",0
"AC009560.1",1
"AC009562.1",0
"AC009563.1",27
